,user_id,income_bureau,occupation_bureau,age_bureau,no_of_accounts,no_of_writeoffs,most_severe_served_status_within_24_months,bureau_score,number_of_delinquent_accounts
10630,168789,,,,,,,,
10631,179153,,,,,,,,
10632,90666,20000.0,,37.0,29.0,0.0,30+,672.0,0.0
10633,182503,,,,,,,,
10634,182505,,,,,,,,
10635,182530,7890.0,SALARIED,49.0,11.0,0.0,Non-Delnqt,778.0,0.0
10636,142199,,,,,,,,
10637,182541,,,,,,,,
10638,182565,,,24.0,10.0,0.0,Non-Delnqt,742.0,0.0
10639,182582,,,,,,,,
10640,179560,20000.0,,28.0,14.0,0.0,180+,636.0,0.0
10641,182592,,,,,,,,
10642,182604,,,,,,,,
10643,182617,,,,,,,,
10644,182566,,,19.0,11.0,0.0,180+,568.0,4.0
10645,163800,,,26.0,3.0,0.0,Non-Delnqt,755.0,0.0
10646,167692,,,,,,,,
10647,182713,2057940.0,,42.0,11.0,0.0,Non-Delnqt,780.0,0.0
10648,182383,,,,,,,,
10649,50697,25000.0,,35.0,65.0,4.0,WOF,543.0,5.0
10650,182739,,,,,,,,
10651,182662,,,,,,,,
10652,182704,,,,,,,,
10653,182848,,,34.0,10.0,0.0,Non-Delnqt,746.0,0.0
10654,182851,,SALARIED,31.0,2.0,0.0,Non-Delnqt,760.0,0.0
10655,182860,,,,,,,,
10656,182723,,,,,,,,
10657,182953,18000.0,SALARIED,34.0,12.0,0.0,360+,648.0,2.0
10658,181292,15001.0,,20.0,1.0,0.0,Non-Delnqt,767.0,0.0
10659,179608,,SALARIED,30.0,1.0,0.0,Non-Delnqt,724.0,0.0
10660,182986,20000.0,SALARIED,24.0,28.0,0.0,180+,528.0,5.0
10661,182997,,,,,,,,
10662,182999,15000.0,,24.0,88.0,0.0,30+,671.0,1.0
10663,183023,,,31.0,3.0,0.0,Non-Delnqt,760.0,0.0
10664,183038,,,23.0,12.0,1.0,WOF,693.0,0.0
10665,183063,,,,,,,,
10666,183105,,,,,,,,
10667,183126,,,,,,,,
10668,179862,17000.0,,26.0,39.0,0.0,WOF,552.0,2.0
10669,183090,,,,,,,,
10670,183183,432000000.0,SALARIED,41.0,20.0,0.0,Non-Delnqt,710.0,0.0
10671,179650,,,27.0,1.0,1.0,WOF,499.0,1.0
10672,181198,,,,,,,,
10673,183236,,,,,,,,
10674,183253,,,,,,,,
10675,183283,,SALARIED,25.0,8.0,0.0,Std,755.0,0.0
10676,183288,50000.0,,24.0,11.0,0.0,Non-Delnqt,755.0,0.0
10677,183302,18000.0,SALARIED,27.0,16.0,0.0,Sub,583.0,2.0
10678,183381,,,,,,,,
10679,183400,,,,,,,,
10680,150859,,,,,,,,
10681,183511,,,24.0,2.0,0.0,Std,755.0,0.0
10682,183552,,,,,,,,
10683,183054,,,,,,,,
10684,183630,20000.0,,32.0,15.0,0.0,120+,687.0,1.0
10685,183688,,,41.0,7.0,1.0,WOF,675.0,3.0
10686,183672,,,,,,,,
10687,183726,,,,,,,,
10688,183733,,,21.0,1.0,0.0,Non-Delnqt,769.0,0.0
10689,183745,,,,,,,,
10690,183776,,,,,,,,
10691,180437,,,,,,,,
10692,117830,,,,,,,,
10693,183079,,,26.0,4.0,0.0,01+,728.0,0.0
10694,183822,,,,,,,,
10695,183353,,,,,,,,
10696,174715,,,,,,,,
10697,183846,,,,,,,,
10698,182998,,,,,,,,
10699,183884,,,38.0,12.0,0.0,60+,667.0,1.0
10700,183229,,,19.0,1.0,0.0,Non-Delnqt,754.0,0.0
10701,180061,,,,,,,,
10702,183880,,,,,,,,
10703,183904,,,,,,,,
10704,183047,,,19.0,1.0,0.0,Non-Delnqt,755.0,0.0
10705,183940,,,,,,,,
10706,183931,,,,,,,,
10707,182969,,,,,,,,
10708,183673,50000.0,,25.0,36.0,0.0,01+,651.0,1.0
10709,184068,,,,,,,,
10710,104395,,,24.0,2.0,0.0,Std,741.0,0.0
10711,184100,1.0,,28.0,57.0,0.0,120+,572.0,1.0
10712,181897,,,,,,,,
10713,182894,31385.0,SALARIED,34.0,1.0,0.0,Sub,587.0,0.0
10714,172554,15000.0,,31.0,32.0,0.0,360+,531.0,1.0
10715,184150,61189.0,,38.0,6.0,1.0,WOF,705.0,0.0
10716,184169,500000.0,SALARIED,25.0,4.0,0.0,Non-Delnqt,742.0,0.0
10717,184194,,,,,,,,
10718,182247,,,,,,,,
10719,184240,15000.0,,26.0,5.0,1.0,WOF,505.0,1.0
10720,183505,,,19.0,1.0,0.0,Non-Delnqt,745.0,0.0
10721,179292,,,,,,,,
10722,180848,,,,,,,,
10723,184294,,,,,,,,
10724,184300,,,19.0,2.0,0.0,Non-Delnqt,755.0,0.0
10725,182289,,,,,,,,
10726,178360,,,,,,,,
10727,184333,,,34.0,6.0,0.0,01+,733.0,0.0
10728,174620,,,,,,,,
10729,184404,,,,,,,,
10730,184311,,,,,,,,
10731,184486,,,37.0,5.0,0.0,30+,656.0,1.0
10732,184599,,,26.0,4.0,0.0,180+,563.0,2.0
10733,184621,,,30.0,13.0,0.0,180+,706.0,0.0
10734,184587,,,,,,,,
10735,181103,,,,,,,,
10736,184530,,,,,,,,
10737,144345,,,23.0,6.0,0.0,Non-Delnqt,706.0,0.0
10738,181508,,,28.0,7.0,0.0,Std,745.0,0.0
10739,184676,,,24.0,15.0,0.0,60+,694.0,0.0
10740,183322,,,,,,,,
10741,184657,15001.0,,25.0,3.0,0.0,Non-Delnqt,762.0,0.0
10742,184686,50001.0,,26.0,40.0,0.0,60+,747.0,0.0
10743,184697,,,,,,,,
10744,184775,,,,,,,,
10745,53102,15000.0,,19.0,11.0,0.0,30+,686.0,0.0
10746,178638,,,,,,,,
10747,184822,,,,,,,,
10748,184805,,,,,,,,
10749,184824,,,,,,,,
10750,181400,,,,,,,,
10751,184870,,,,,,,,
10752,184844,300000.0,,35.0,31.0,0.0,01+,710.0,0.0
10753,132923,,SALARIED,40.0,10.0,0.0,Non-Delnqt,771.0,0.0
10754,184913,17000.0,,26.0,12.0,0.0,30+,724.0,0.0
10755,184780,,,,,,,,
10756,184437,14000.0,,31.0,37.0,0.0,WOF,664.0,1.0
10757,184848,,,,,,,,
10758,180379,,SALARIED,32.0,1.0,0.0,30+,644.0,1.0
10759,184181,,,,,,,,
10760,179235,,,,,,,,
10761,185008,,,,,,,,
10762,161558,,,,,,,,
10763,150185,,,,,,,,
10764,181404,,SELF EMPLOYED,35.0,1.0,0.0,Non-Delnqt,711.0,0.0
10765,185069,,,,,,,,
10766,171687,,,,,,,,
10767,179686,,,,,,,,
10768,184747,,,,,,,,
10769,185067,,,,,,,,
10770,185147,,,,,,,,
10771,179669,,,,,,,,
10772,185174,,,,,,,,
10773,183029,,,,,,,,
10774,185250,48000.0,SALARIED,36.0,7.0,0.0,Non-Delnqt,787.0,0.0
10775,129817,,,,,,,,
10776,180522,,,,,,,,
10777,185300,,,,,,,,
10778,185319,,,,,,,,
10779,184877,,,,,,,,
10780,153281,10000.0,,25.0,4.0,0.0,540+,573.0,3.0
10781,183035,,,,,,,,
10782,182172,,,,,,,,
10783,183681,15000.0,,26.0,24.0,0.0,90+,685.0,0.0
10784,185229,,,30.0,4.0,0.0,01+,710.0,0.0
10785,185496,,,,,,,,
10786,169106,,,19.0,16.0,0.0,Std,755.0,0.0
10787,185486,,,,,,,,
10788,183533,,,30.0,6.0,0.0,Non-Delnqt,760.0,0.0
10789,185421,,,,,,,,
10790,185644,,,,,,,,
10791,179179,,,,,,,,
10792,185712,,,25.0,3.0,0.0,Loss,700.0,0.0
10793,185732,18500.0,,30.0,60.0,0.0,Set,652.0,3.0
10794,185739,,,44.0,8.0,0.0,Std,695.0,0.0
10795,185762,,,36.0,9.0,0.0,Non-Delnqt,733.0,0.0
10796,170745,50000.0,,33.0,30.0,1.0,WOF,570.0,5.0
10797,185807,,,,,,,,
10798,185831,15000.0,,26.0,13.0,0.0,01+,715.0,1.0
10799,185281,,,,,,,,
10800,185848,500000.0,,44.0,23.0,0.0,01+,696.0,1.0
10801,182761,,,23.0,1.0,0.0,Non-Delnqt,771.0,0.0
10802,185992,,,22.0,5.0,0.0,Non-Delnqt,755.0,0.0
10803,185994,,,,,,,,
10804,76778,800000.0,,38.0,28.0,4.0,WOF,652.0,5.0
10805,186024,,,46.0,5.0,0.0,Std,713.0,0.0
10806,186029,,,,,,,,
10807,186034,,,,,,,,
10808,54941,,,33.0,3.0,0.0,01+,733.0,0.0
10809,184337,,,36.0,3.0,0.0,01+,699.0,1.0
10810,183593,450000.0,SALARIED,34.0,35.0,0.0,Std,722.0,0.0
10811,186076,,,,,,,,
10812,186111,220000000.0,,23.0,78.0,0.0,Sub,552.0,5.0
10813,186122,,,32.0,4.0,1.0,WOF,505.0,1.0
10814,184640,,,,,,,,
10815,186139,,,,,,,,
10816,186160,,,20.0,20.0,0.0,01+,728.0,0.0
10817,186170,,,,,,,,
10818,186234,80000.0,,24.0,15.0,0.0,01+,728.0,0.0
10819,185673,,,29.0,3.0,0.0,180+,634.0,1.0
10820,186244,,,,,,,,
10821,186255,,,22.0,6.0,0.0,Non-Delnqt,755.0,0.0
10822,186283,,,21.0,3.0,0.0,Non-Delnqt,755.0,0.0
10823,186265,,,,,,,,
10824,171009,,,,,,,,
10825,186298,,,19.0,2.0,0.0,Non-Delnqt,754.0,0.0
10826,182928,,,,,,,,
10827,186330,23145000.0,,30.0,50.0,0.0,90+,602.0,1.0
10828,186334,,,,,,,,
10829,186349,,,24.0,3.0,0.0,Non-Delnqt,728.0,0.0
10830,186345,,,,,,,,
10831,186375,,,,,,,,
10832,186377,,,,,,,,
10833,186381,,,,,,,,
10834,186486,,SALARIED,24.0,1.0,0.0,01+,713.0,1.0
10835,186495,,,22.0,3.0,0.0,Non-Delnqt,786.0,0.0
10836,186517,,,27.0,5.0,0.0,Non-Delnqt,741.0,0.0
10837,186541,,,,,,,,
10838,186525,,,26.0,8.0,1.0,WOF,623.0,4.0
10839,186562,15001.0,,26.0,12.0,1.0,WOF,508.0,3.0
10840,170449,60000.0,,23.0,1.0,0.0,Std,717.0,0.0
10841,186567,,SELF EMPLOYED,35.0,10.0,0.0,120+,659.0,0.0
10842,151853,,,,,,,,
10843,186053,50000.0,,33.0,15.0,0.0,Non-Delnqt,725.0,0.0
10844,186685,,,,,,,,
10845,181629,,,,,,,,
10846,186777,,,30.0,10.0,0.0,Non-Delnqt,760.0,0.0
10847,184593,,,,,,,,
10848,186799,,SELF EMPLOYED,35.0,6.0,0.0,Non-Delnqt,747.0,0.0
10849,186827,,,21.0,90.0,7.0,WOF,570.0,17.0
10850,104950,24700.0,,30.0,96.0,5.0,WOF,536.0,17.0
10851,186924,,,,,,,,
10852,186485,,,,,,,,
10853,186865,,,,,,,,
10854,186972,15000.0,,27.0,11.0,0.0,01+,728.0,1.0
10855,186978,,,19.0,1.0,0.0,Non-Delnqt,6.0,0.0
10856,186857,,,,,,,,
10857,187027,,,19.0,2.0,0.0,01+,1.0,0.0
10858,187094,,,29.0,3.0,0.0,01+,648.0,1.0
10859,186482,,,,,,,,
10860,187107,,,32.0,13.0,0.0,Non-Delnqt,733.0,0.0
10861,186472,,,23.0,2.0,0.0,Sub,590.0,0.0
10862,187138,,,23.0,4.0,0.0,Non-Delnqt,755.0,0.0
10863,186755,,,,,,,,
10864,187184,,,,,,,,
10865,177932,,,,,,,,
10866,187203,,,31.0,2.0,0.0,Non-Delnqt,6.0,0.0
10867,187229,,,22.0,3.0,0.0,Non-Delnqt,755.0,0.0
10868,133888,20000.0,SALARIED,25.0,44.0,0.0,01+,710.0,0.0
10869,175497,,,,,,,,
10870,186405,,,,,,,,
10871,186848,,,,,,,,
10872,187275,,,30.0,2.0,0.0,Non-Delnqt,710.0,0.0
10873,184985,,,23.0,8.0,0.0,Non-Delnqt,728.0,0.0
10874,187287,,,19.0,4.0,0.0,01+,1.0,4.0
10875,186915,13000.0,,25.0,10.0,0.0,120+,633.0,2.0
10876,182122,,,,,,,,
10877,186927,,,29.0,2.0,0.0,720+,705.0,0.0
10878,187366,,,47.0,1.0,0.0,,754.0,0.0
10879,181166,,,,,,,,
10880,186220,,,,,,,,
10881,186946,,,,,,,,
10882,152785,16500.0,,31.0,76.0,1.0,WOF,614.0,12.0
10883,187383,,SALARIED,35.0,11.0,0.0,Set,566.0,2.0
10884,187410,,,,,,,,
10885,186939,,,,,,,,
10886,187466,,,,,,,,
10887,187200,,,24.0,1.0,0.0,Non-Delnqt,755.0,0.0
10888,183331,,,,,,,,
10889,187523,11500.0,,23.0,2.0,0.0,Non-Delnqt,754.0,0.0
10890,187526,,,,,,,,
10891,187159,,,,,,,,
10892,187565,,,,,,,,
10893,187558,,,27.0,9.0,0.0,Non-Delnqt,741.0,0.0
10894,187561,,,,,,,,
10895,186885,,,27.0,2.0,0.0,01+,725.0,0.0
10896,184743,,,29.0,8.0,0.0,540+,695.0,1.0
10897,187655,,,,,,,,
10898,187656,,,20.0,1.0,0.0,Non-Delnqt,771.0,0.0
10899,187690,50001.0,,33.0,27.0,0.0,720+,633.0,0.0
10900,187459,,,,,,,,
10901,187137,,,33.0,2.0,0.0,Non-Delnqt,674.0,0.0
10902,97871,,,,,,,,
10903,183214,,,20.0,1.0,0.0,Std,727.0,0.0
10904,187804,,,,,,,,
10905,187882,15001.0,,57.0,24.0,2.0,PWOS,584.0,1.0
10906,187907,,,23.0,1.0,0.0,Non-Delnqt,713.0,0.0
10907,187940,,,,,,,,
10908,143905,,,,,,,,
10909,187953,,,,,,,,
10910,187018,,,,,,,,
10911,187922,,,21.0,74.0,1.0,WOF,639.0,5.0
10912,186552,,,,,,,,
10913,187930,,,,,,,,
10914,182384,,,,,,,,
10915,186595,,,,,,,,
10916,188041,396035.0,,29.0,5.0,1.0,Set,562.0,1.0
10917,188052,,,,,,,,
10918,179553,,,,,,,,
10919,188150,18000.0,,28.0,18.0,0.0,Std,673.0,0.0
10920,188200,,,23.0,2.0,0.0,Std,755.0,0.0
10921,187934,,,22.0,7.0,0.0,Non-Delnqt,755.0,0.0
10922,188205,15000.0,,27.0,4.0,0.0,720+,588.0,0.0
10923,188239,360000000.0,,35.0,13.0,0.0,Non-Delnqt,750.0,0.0
10924,188207,10000.0,SALARIED,34.0,20.0,0.0,01+,732.0,1.0
10925,188272,,,24.0,3.0,0.0,Std,6.0,0.0
10926,188284,,,50.0,11.0,0.0,Spm,691.0,1.0
10927,159459,,,24.0,5.0,0.0,Non-Delnqt,755.0,0.0
10928,188269,500000000.0,,41.0,26.0,0.0,01+,721.0,0.0
10929,187657,,,27.0,3.0,0.0,90+,637.0,1.0
10930,185090,,,27.0,1.0,0.0,Non-Delnqt,769.0,0.0
10931,188245,,,21.0,2.0,0.0,Non-Delnqt,755.0,0.0
10932,188378,,,,,,,,
10933,188382,,,25.0,5.0,1.0,Non-Delnqt,707.0,0.0
10934,188392,,,,,,,,
10935,188397,,,21.0,1.0,0.0,Non-Delnqt,6.0,0.0
10936,188434,,SALARIED,28.0,8.0,0.0,90+,664.0,0.0
10937,188448,,,25.0,4.0,1.0,WOF,659.0,1.0
10938,188377,,,,,,,,
10939,188453,,,,,,,,
10940,188467,,SALARIED,25.0,13.0,0.0,Non-Delnqt,755.0,0.0
10941,188478,26000.0,,32.0,30.0,0.0,Non-Delnqt,719.0,0.0
10942,185051,,,32.0,3.0,0.0,Non-Delnqt,760.0,0.0
10943,188502,,,,,,,,
10944,188546,,,28.0,3.0,0.0,30+,700.0,2.0
10945,188506,,,,,,,,
10946,114995,,,,,,,,
10947,188331,,,26.0,5.0,0.0,Non-Delnqt,755.0,0.0
10948,187885,,,,,,,,
10949,188633,,,,,,,,
10950,188642,,,,,,,,
10951,108321,,,,,,,,
10952,188678,30000.0,,22.0,25.0,0.0,01+,728.0,0.0
10953,188693,,,25.0,18.0,0.0,Sub,700.0,0.0
10954,188722,50000.0,SELF EMPLOYED,25.0,32.0,0.0,01+,715.0,0.0
10955,171078,,,,,,,,
10956,188748,15001.0,,43.0,19.0,3.0,WOF,627.0,4.0
10957,188822,,,,,,,,
10958,188674,,,,,,,,
10959,187104,,,,,,,,
10960,188715,,,,,,,,
10961,187876,,,,,,,,
10962,61423,45000.0,SELF EMPLOYED,50.0,23.0,1.0,WOF,647.0,0.0
10963,188982,,,,,,,,
10964,188989,25000.0,,26.0,77.0,0.0,Dbt,552.0,8.0
10965,188999,,,,,,,,
10966,189038,,,28.0,4.0,0.0,Sub,696.0,1.0
10967,187802,,,29.0,5.0,0.0,Non-Delnqt,737.0,0.0
10968,189111,,,25.0,1.0,0.0,Non-Delnqt,754.0,0.0
10969,189119,330000.0,,50.0,29.0,0.0,Sub,545.0,3.0
10970,189175,600000.0,SALARIED,38.0,206.0,1.0,WOF,627.0,3.0
10971,189211,43784.0,,44.0,3.0,0.0,30+,691.0,2.0
10972,188927,20000.0,SALARIED,25.0,52.0,0.0,120+,627.0,1.0
10973,58339,,,24.0,6.0,0.0,Non-Delnqt,755.0,0.0
10974,189232,,,,,,,,
10975,189309,,,32.0,27.0,0.0,Std,673.0,0.0
10976,189317,,,,,,,,
10977,189318,,,,,,,,
10978,189342,,,,,,,,
10979,189249,481390000.0,,28.0,17.0,0.0,540+,647.0,0.0
10980,189366,20000.0,,33.0,39.0,0.0,720+,604.0,4.0
10981,189279,,,22.0,6.0,0.0,Non-Delnqt,741.0,0.0
10982,189384,,,,,,,,
10983,189417,,,25.0,237.0,0.0,Res,598.0,3.0
10984,187846,50001.0,SELF EMPLOYED,23.0,10.0,1.0,WOF,548.0,4.0
10985,181090,,,,,,,,
10986,189523,,,19.0,2.0,0.0,Non-Delnqt,6.0,0.0
10987,189037,,,,,,,,
10988,189528,,,,,,,,
10989,189563,,,33.0,78.0,0.0,01+,702.0,0.0
10990,189581,,,,,,,,
10991,189592,,,,,,,,
10992,187092,,,28.0,3.0,0.0,Non-Delnqt,755.0,0.0
10993,189643,35000.0,SELF EMPLOYED,27.0,110.0,0.0,180+,573.0,1.0
10994,189630,,,,,,,,
10995,189653,,,35.0,2.0,0.0,Non-Delnqt,747.0,0.0
10996,189665,,,,,,,,
10997,189675,,,28.0,25.0,3.0,WOF,504.0,6.0
10998,143294,,,,,,,,
10999,188592,15001.0,,24.0,15.0,0.0,360+,695.0,0.0
11000,189664,,,,,,,,
11001,189765,35000.0,,31.0,12.0,0.0,360+,520.0,5.0
11002,189773,17525.0,,26.0,20.0,1.0,WOF,690.0,2.0
11003,189137,,,23.0,3.0,1.0,WOF,635.0,1.0
11004,189798,,,37.0,4.0,0.0,Non-Delnqt,760.0,0.0
11005,189854,1.0,,34.0,9.0,0.0,Non-Delnqt,667.0,1.0
11006,189845,,,,,,,,
11007,189867,,,,,,,,
11008,189850,,,,,,,,
11009,189877,,,26.0,3.0,0.0,Non-Delnqt,755.0,0.0
11010,189900,,,23.0,1.0,0.0,Non-Delnqt,6.0,0.0
11011,189907,30000.0,SELF EMPLOYED,27.0,6.0,0.0,Non-Delnqt,771.0,0.0
11012,189918,,,22.0,2.0,0.0,Non-Delnqt,755.0,0.0
11013,189330,,,,,,,,
11014,189376,,,,,,,,
11015,189280,,,,,,,,
11016,189974,,,26.0,3.0,0.0,Non-Delnqt,757.0,0.0
11017,190009,695804.0,,40.0,5.0,2.0,WOF,679.0,2.0
11018,190022,,,,,,,,
11019,189728,,,,,,,,
11020,190127,,SALARIED,34.0,3.0,0.0,Non-Delnqt,733.0,0.0
11021,190156,,,,,,,,
11022,190183,,,,,,,,
11023,190202,,,,,,,,
11024,188852,,,38.0,8.0,0.0,Std,763.0,0.0
11025,119555,,,23.0,10.0,0.0,01+,755.0,0.0
11026,186677,,,24.0,1.0,0.0,Non-Delnqt,754.0,0.0
11027,190278,,,24.0,1.0,0.0,Non-Delnqt,763.0,0.0
11028,188046,,,24.0,2.0,0.0,01+,748.0,1.0
11029,190309,,,,,,,,
11030,188337,13500.0,,29.0,11.0,2.0,WOF,512.0,1.0
11031,190190,,,,,,,,
11032,189719,,,,,,,,
11033,189848,15001.0,,29.0,3.0,0.0,120+,607.0,2.0
11034,190402,,,,,,,,
11035,190409,,,,,,,,
11036,175632,,,,,,,,
11037,190431,,,,,,,,
11038,190453,,,,,,,,
11039,116516,,,27.0,7.0,0.0,Non-Delnqt,755.0,0.0
11040,190457,,,,,,,,
11041,190460,,,22.0,5.0,0.0,60+,575.0,2.0
11042,190088,,,,,,,,
11043,190491,,,23.0,3.0,0.0,Std,728.0,0.0
11044,190492,,,26.0,9.0,0.0,01+,728.0,0.0
11045,190481,,,,,,,,
11046,189706,,,,,,,,
11047,190462,,,,,,,,
11048,190579,,,,,,,,
11049,190427,45000.0,SELF EMPLOYED,25.0,33.0,0.0,Sub,644.0,0.0
11050,189522,,,,,,,,
11051,190599,,,,,,,,
11052,139535,,,,,,,,
11053,190173,,,34.0,7.0,0.0,Non-Delnqt,726.0,0.0
11054,171866,,SALARIED,29.0,4.0,0.0,01+,706.0,0.0
11055,190558,50000.0,,31.0,34.0,4.0,WOF,656.0,3.0
11056,190715,,,,,,,,
11057,187542,450000.0,,28.0,20.0,0.0,Spm,710.0,0.0
11058,190493,,,,,,,,
11059,190770,,,44.0,12.0,0.0,Non-Delnqt,739.0,0.0
11060,190777,,,,,,,,
11061,190685,18000.0,,34.0,10.0,0.0,01+,697.0,2.0
11062,190801,36000.0,,27.0,50.0,0.0,Non-Delnqt,627.0,1.0
11063,190804,,,,,,,,
11064,190822,,,,,,,,
11065,77616,,,,,,,,
11066,64723,50001.0,SELF EMPLOYED,34.0,5.0,1.0,720+,697.0,1.0
11067,188395,,,,,,,,
11068,190863,28000.0,,22.0,6.0,0.0,Non-Delnqt,5.0,0.0
11069,190964,,,,,,,,
11070,189127,5000.0,,22.0,24.0,0.0,Dbt,573.0,10.0
11071,190997,40000.0,,28.0,19.0,2.0,WOF,664.0,3.0
11072,188538,,SALARIED,27.0,3.0,0.0,01+,724.0,0.0
11073,159704,,,20.0,8.0,0.0,01+,755.0,0.0
11074,191041,,,29.0,3.0,0.0,WOF,607.0,0.0
11075,121650,100001.0,,31.0,20.0,0.0,Non-Delnqt,747.0,0.0
11076,191077,,,,,,,,
11077,190238,,,,,,,,
11078,191012,,,,,,,,
11079,191101,,,,,,,,
11080,185659,30000.0,,33.0,20.0,0.0,Non-Delnqt,733.0,0.0
11081,191160,,,55.0,7.0,0.0,WOF,705.0,0.0
11082,189434,,,,,,,,
11083,168078,,,,,,,,
11084,190484,,,30.0,8.0,0.0,Non-Delnqt,746.0,0.0
11085,191147,,,20.0,1.0,0.0,Non-Delnqt,754.0,0.0
11086,191242,,,,,,,,
11087,191305,,,,,,,,
11088,145345,,,,,,,,
11089,191320,,SALARIED,46.0,18.0,0.0,60+,640.0,1.0
11090,191284,,,,,,,,
11091,191334,,,30.0,11.0,0.0,Non-Delnqt,760.0,0.0
11092,191238,,,24.0,3.0,0.0,Std,681.0,1.0
11093,191344,,,27.0,6.0,0.0,WOF,657.0,0.0
11094,191375,,,,,,,,
11095,110418,,,50.0,3.0,0.0,Non-Delnqt,5.0,0.0
11096,191437,669972.0,,35.0,31.0,0.0,WOF,686.0,0.0
11097,191447,,,,,,,,
11098,191338,,,20.0,2.0,0.0,Non-Delnqt,5.0,0.0
11099,191421,25500.0,,23.0,109.0,1.0,WOF,541.0,10.0
11100,191477,30000.0,SELF EMPLOYED,37.0,10.0,0.0,01+,673.0,0.0
11101,191486,50000.0,,39.0,37.0,1.0,Sub,499.0,6.0
11102,191491,,,,,,,,
11103,175196,,,,,,,,
11104,189358,,,,,,,,
11105,191533,,,,,,,,
11106,191549,,,22.0,5.0,0.0,120+,700.0,0.0
11107,191076,,,,,,,,
11108,191592,360000.0,,27.0,24.0,0.0,Non-Delnqt,715.0,0.0
11109,59640,,,,,,,,
11110,191660,,SELF EMPLOYED,36.0,16.0,0.0,180+,627.0,0.0
11111,191675,,,25.0,1.0,0.0,Non-Delnqt,6.0,0.0
11112,191682,,,,,,,,
11113,191707,,,19.0,1.0,0.0,Non-Delnqt,6.0,0.0
11114,163006,,,,,,,,
11115,191716,,,23.0,14.0,0.0,120+,605.0,1.0
11116,191777,,,,,,,,
11117,191796,,SALARIED,25.0,1.0,0.0,Non-Delnqt,6.0,0.0
11118,191088,,,,,,,,
11119,191833,450000000.0,,23.0,14.0,0.0,Non-Delnqt,755.0,0.0
11120,190549,120000.0,SALARIED,46.0,9.0,0.0,Std,739.0,0.0
11121,191882,702048.0,,42.0,27.0,0.0,01+,724.0,1.0
11122,191886,,,,,,,,
11123,191889,,,,,,,,
11124,182951,,,45.0,15.0,0.0,Non-Delnqt,707.0,0.0
11125,191936,,,29.0,1.0,0.0,Non-Delnqt,767.0,0.0
11126,192026,,,,,,,,
11127,192044,,,,,,,,
11128,191069,,,,,,,,
11129,192084,,,38.0,3.0,0.0,Non-Delnqt,760.0,0.0
11130,192128,15000.0,SELF EMPLOYED PROFESSIONAL,22.0,6.0,0.0,Loss,623.0,5.0
11131,191384,,SELF EMPLOYED,48.0,4.0,0.0,Std,771.0,0.0
11132,92968,,,,,,,,
11133,192113,,,,,,,,
11134,192166,,,,,,,,
11135,192172,,,,,,,,
11136,192194,,,21.0,1.0,0.0,01+,2.0,1.0
11137,192222,,,,,,,,
11138,192228,,,,,,,,
11139,192235,,,,,,,,
11140,192249,,,,,,,,
11141,192258,,,,,,,,
11142,133033,50001.0,,37.0,13.0,1.0,WOF,512.0,1.0
11143,192302,,,,,,,,
11144,192350,,,,,,,,
11145,105373,,,,,,,,
11146,192184,,,27.0,2.0,0.0,Non-Delnqt,5.0,0.0
11147,190747,52000.0,,34.0,25.0,1.0,WOF,518.0,4.0
11148,191550,,,22.0,28.0,0.0,Std,755.0,0.0
11149,192415,,,,,,,,
11150,191967,25000.0,,35.0,61.0,0.0,Std,760.0,0.0
11151,190602,,,,,,,,
11152,192440,,,29.0,3.0,0.0,Non-Delnqt,5.0,1.0
11153,192486,2000000.0,SALARIED,25.0,97.0,0.0,30+,710.0,0.0
11154,192158,,,,,,,,
11155,191834,,,,,,,,
11156,192303,27000.0,,29.0,25.0,3.0,WOF,590.0,5.0
11157,189177,,,33.0,4.0,0.0,WOF,601.0,0.0
11158,192578,,,25.0,2.0,0.0,120+,701.0,0.0
11159,192595,,,,,,,,
11160,128121,30000.0,,31.0,19.0,0.0,180+,575.0,3.0
11161,192626,75000.0,,36.0,7.0,1.0,WOF,714.0,1.0
11162,192627,,,,,,,,
11163,192639,,,20.0,1.0,0.0,Non-Delnqt,6.0,0.0
11164,191343,,,37.0,3.0,0.0,Non-Delnqt,726.0,0.0
11165,91954,,,,,,,,
11166,192701,,,,,,,,
11167,96030,,,,,,,,
11168,192798,,,35.0,20.0,1.0,Non-Delnqt,673.0,0.0
11169,192881,,,,,,,,
11170,192889,,,22.0,4.0,0.0,Non-Delnqt,755.0,0.0
11171,63934,,,,,,,,
11172,184828,,,,,,,,
11173,192688,,,,,,,,
11174,192894,,,,,,,,
11175,192941,,,,,,,,
11176,192954,,,,,,,,
11177,183473,,,,,,,,
11178,192334,,,28.0,1.0,0.0,Non-Delnqt,767.0,0.0
11179,192980,,,24.0,4.0,0.0,180+,701.0,0.0
11180,192940,,,,,,,,
11181,192998,,,32.0,1.0,0.0,Non-Delnqt,768.0,0.0
11182,193026,,,30.0,3.0,0.0,Non-Delnqt,760.0,0.0
11183,193099,,,,,,,,
11184,193114,,,,,,,,
11185,193130,,,,,,,,
11186,192714,2293045.0,,50.0,18.0,0.0,Non-Delnqt,744.0,0.0
11187,193143,30000000.0,,41.0,16.0,0.0,60+,705.0,0.0
11188,184301,,,19.0,25.0,0.0,120+,629.0,1.0
11189,193151,50000.0,,32.0,19.0,0.0,Res,644.0,1.0
